seqno,type,city,countycode,name,address,number,localcallservice
1677,連鎖型綠色商店,新北市,65000,國都豐田汽車三重營業所,241新北市三重區重陽路一段10號,F002016,02-2986-7011
1678,連鎖型綠色商店,新北市,65000,國都豐田汽車土城營業所,236新北市土城區中央路三段4號,F002012,02-2269-1171
1679,連鎖型綠色商店,新北市,65000,國都豐田汽車中和營業所,235新北市中和區中正路860號,F002011,02-2225-3711
1680,連鎖型綠色商店,新北市,65000,國都豐田汽車丹鳳營業所,242新北市新莊區中正路717號,F002019,02-2901-0868
1681,連鎖型綠色商店,新北市,65000,國都豐田汽車北永和營業所,234新北市永和區保生路55號,F002015,02-2927-7273
1682,連鎖型綠色商店,新北市,65000,國都豐田汽車林口營業所,244新北市林口區文化一路一段35號,F002014,02-2600-2391
1683,連鎖型綠色商店,新北市,65000,國都豐田汽車埔墘營業所,220新北市板橋區中山路二段421號,F002010,02-8952-2300
1684,連鎖型綠色商店,新北市,65000,國都豐田汽車淡水營業所,251新北市淡水區中正東路2段91號,F002017,02-2809-9301
1685,連鎖型綠色商店,新北市,65000,國都豐田汽車新莊營業所,242新北市新莊區中正路70號之2,F002013,02-2996-6737
1686,連鎖型綠色商店,新北市,65000,國都豐田汽車樹林營業所,"238新北市樹林區大安路40 號",F002009,02-2687-4511
1687,連鎖型綠色商店,新北市,65000,國都豐田汽車蘆洲營業所,247新北市蘆洲區集賢路281號,F002018,02-2283-5302
1688,連鎖型綠色商店,新北市,65000,國都豐田汽車鶯歌營業所,239新北市鶯歌區文化路146號,F002020,02-2678-1611
1689,連鎖型綠色商店,新北市,65000,莊德流行傢俱館,242新北市新莊區新北大道4段389-2號,F000129,02-89921598
1690,連鎖型綠色商店,新北市,65000,通天車業有限公司,220新北市板橋區實踐路171號,F002139,29617859
1691,連鎖型綠色商店,新北市,65000,速成車業行,235新北市中和區景平路595號,F002126,22496529
1692,連鎖型綠色商店,新北市,65000,勝明機車行,235新北市中和區民享街86巷23號,F002100,22252866
1693,連鎖型綠色商店,新北市,65000,勝國機車行,220新北市板橋區四維路176號,F002033,22560829
1694,連鎖型綠色商店,新北市,65000,勝賓車業行,220新北市板橋區松江街55號,F002032,22583381
1695,連鎖型綠色商店,新北市,65000,勝龍車業行,238新北市樹林區大成路3號,F002150,35019887
1696,連鎖型綠色商店,新北市,65000,博達汽車股份有限公司新店分公司,231新北市新店區安和路2段119號,F001992,02-25066898
1697,連鎖型綠色商店,新北市,65000,富元車業有限公司,234新北市永和區得和路26號,F002117,29468675
1698,連鎖型綠色商店,新北市,65000,晶展車業行,220新北市板橋區懷德街139巷20弄1號,F002059,22580521
1699,連鎖型綠色商店,新北市,65000,景發車業有限公司,235新北市中和區景安路116號,F002057,22480269
1700,連鎖型綠色商店,新北市,65000,景騛機車行,234新北市永和區永貞路313號,F002114,22317972
1701,連鎖型綠色商店,新北市,65000,棉花田三重正義門市,241新北市三重區正義北路188號,F002175,02-25791777*212
1702,連鎖型綠色商店,新北市,65000,棉花田三峽大雅門市,238新北市樹林區大雅路266號,F002224,02-25791777
1703,連鎖型綠色商店,新北市,65000,棉花田土城學府門市,236新北市土城區學府路一段185號1樓,F002222,02-25791777
1704,連鎖型綠色商店,新北市,65000,棉花田中和興南門市,235新北市中和區興南路一段63號,F002226,02-25791777
1705,連鎖型綠色商店,新北市,65000,棉花田生機園地中和永安門市,235新北市中和區中和路422號,F002001,02-25791777#218
1706,連鎖型綠色商店,新北市,65000,棉花田生機園地永和中正門市-,234新北市永和區中正路198號,F002003,02-25791777#218
1707,連鎖型綠色商店,新北市,65000,棉花田生機園地板橋府中門市,220新北市板橋區文化路1段9號,F002004,02-25791777#218
1708,連鎖型綠色商店,新北市,65000,棉花田生機園地股份有限公司北新門市,231新北市新店區北新路2段252-2號,F002177,02-25791777
1709,連鎖型綠色商店,新北市,65000,棉花田生機園地股份有限公司頂溪門市,234新北市永和區信義路9號,F002174,02-25791777
1710,連鎖型綠色商店,新北市,65000,棉花田生機園地新店中華門市,231新北市新店區中華路63號,F002178,02-25791777
1711,連鎖型綠色商店,新北市,65000,棉花田生機園地新店門市,231新北市新店區中正路219號,F002002,02-25791777#218
1712,連鎖型綠色商店,新北市,65000,棉花田生機園地新莊中平門市,242新北市新莊區中平路92巷4號,F002005,02-25791777#218
1713,連鎖型綠色商店,新北市,65000,棉花田生機園地碧潭門市,231新北市新店區北?路一段8號,F002179,02-25018008
1714,連鎖型綠色商店,新北市,65000,棉花田生機園地福和門市,234新北市永和區福和路162號,F002176,02-25791777
1715,連鎖型綠色商店,新北市,65000,棉花田板橋新埔門市,220新北市板橋區文化路一段435巷11號,F002229,02-25791777
1716,連鎖型綠色商店,新北市,65000,棉花田淡水民族門市,251新北市淡水區民族路14號,F002225,02-25791777
1717,連鎖型綠色商店,新北市,65000,棉花田新店三民門市,231新北市新店區三民路119號,F002223,02-25791777
1718,連鎖型綠色商店,新北市,65000,棉花田新店中央門市,231新北市新店區中央五街30號,F002228,02-25791777
1719,連鎖型綠色商店,新北市,65000,棉花田新莊新泰門市,242新北市新莊區新泰路97號,F002227,02-25791777
1720,連鎖型綠色商店,新北市,65000,湧德傢俱生活館,237新北市三峽區大學路129號1樓,F000252,02-86720668
1721,連鎖型綠色商店,新北市,65000,翔龍機車行,234新北市永和區國中路102號,F002088,29287653
1722,連鎖型綠色商店,新北市,65000,華民車業行,220新北市板橋區民生路二段222號,F002131,22541716
1723,連鎖型綠色商店,新北市,65000,華豐機車行,220新北市板橋區莊敬路214號1樓,F002056,22534580
1724,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣八里店,249新北市八里區中山路一段177號,F001694,02-66068688分機356
1725,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣力福店,241新北市三重區力行路二段51號,F001882,02-66068688分機356
1726,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣十三行店,249新北市八里區埤頭村中山路一段131號1樓,F001738,02-66068688分機356
1727,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣三民店,"241新北市三重區三民街100,102號",F001817,02-66068688分機356
1728,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣三和二店,241新北市三重區三和路三段137號,F001895,02-66068688分機356
1729,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣三勇店,237新北市三峽區大勇路2之1號,F001860,02-66068688分機356
1730,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣三重店,241新北市三重區重新路二段29號,F001809,02-66068688分機356
1731,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣三埔店,237新北市三峽區中正路二段331-1號,F001749,02-66068688分機356
1732,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣三峽店,237新北市三峽區中正路一段75-1號,F001912,02-66068688分機356
1733,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣三愛三店,241新北市三重區仁愛街253號,F001884,02-66068688分機356
1734,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣三愛店,241新北市三重區仁愛街390號,F001894,02-66068688分機356
1735,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣三豐店,"237新北市三峽區文化路63號,65巷2號",F001821,02-66068688分機356
1736,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣大同北店,"241新北市三重區大同北路91號                          ",F001862,02-66068688分機356
1737,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣大埔店,224新北市瑞芳區大埔路178號,F001920,02-66068688分機356
1738,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣大湖店,"239新北市鶯歌區大湖路366號,中湖街2號",F001866,02-66068688分機356
1739,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣大興店,220新北市板橋區大觀路二段142之2號,F001931,02-66068688分機356
1740,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣中北店,241新北市三重區中興北街153號,F001863,02-66068688分機356
1741,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣中央北店,241新北市三重區中央北路68號,F001824,02-66068688分機356
1742,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣中央南店,241新北市三重區中央南路8號,F001717,02-66068688分機356
1743,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣中正北店,241新北市三重區中正北路518號,F001708,02-66068688分機356
1744,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣中信店,242新北市新莊區中信街21號,F001782,02-66068688分機356
1745,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣中陽二店,241新北市三重區中正北路66號,F001762,02-66068688分機356
1746,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣中陽店,241新北市三重區中正北路105號,F001816,02-66068688分機356
1747,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣中興二店,"241新北市三重區中興北街195,197號",F001789,02-66068688分機356
1748,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣中興北三店,241新北市三重區中興北街42號,F001742,02-66068688分機356
1749,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣中興北店,241新北市三重區中興北街134號,F001874,02-66068688分機356
1750,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五工店,248新北市五股區五工六路28號1樓,F001837,02-66068688分機356
1751,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五正店,248新北市五股區成泰路二段91巷8號,F001869,02-66068688分機356
1752,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五股店,248新北市五股區五權路42之1號,F001830,02-66068688分機356
1753,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五春店,248新北市五股區五工區五工五路18號,F001755,02-66068688分機356
1754,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五泰店,248新北市五股區西雲路1號,F001804,02-66068688分機356
1755,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五堵店,221新北市汐止區保一街41號,F001799,02-66068688分機356
1756,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五華二店,241新北市三重區五華街72號,F001704,02-66068688分機356
1757,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五華三店,241新北市三重區五華街60號,F001918,02-66068688分機356
1758,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五華店,241新北市三重區五華街125號,F001754,02-66068688分機356
1759,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五維店,248新北市五股區四維路153號,F001901,02-66068688分機356
1760,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣五興店,248新北市五股區中興路二段13號1樓,F001828,02-66068688分機356
1761,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣仁化店,220新北市板橋區仁化街191號,F001784,02-66068688分機356
1762,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣仁和店,241新北市三重區三和路四段233號,F001814,02-66068688分機356
1763,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣仁華店,241新北市三重區溪尾街262號,F001829,02-66068688分機356
1764,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣仁義二店,241新北市三重區仁義街209號,F001888,02-66068688分機356
1765,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣仁興店,241新北市三重區仁興街39巷41.41-1.41-2號,F001695,02-66068688分機356
1766,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣化成二店,242新北市新莊區化成路205號之1,F001823,02-66068688分機356
1767,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣文安店,241新北市三重區文化北路75號,F001801,02-66068688分機356
1768,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣水源店,235新北市中和區水源路73號,F001833,02-66068688分機356
1769,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣北山店,221新北市汐止區南陽街261號,F001851,02-66068688分機356
1770,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣台汽店,241新北市三重區中正北路23號,F001808,02-66068688分機356
1771,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣平安店,235新北市中和區景安路152號,F001753,02-66068688分機356
1772,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣平和店,235新北市中和區錦和路216號,F001706,02-66068688分機356
1773,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣正義店,241新北市三重區正義北路280號,F001743,02-66068688分機356
1774,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣民生店,220新北市板橋區民生路三段119號,F001711,02-66068688分機356
1775,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣民族店,251新北市淡水區竹圍里民族路48號,F001778,02-66068688分機356
1776,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣永任店,234新北市永和區永和路二段217號1樓,F001767,02-66068688分機356
1777,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣永安店,231新北市新店區新和街75號,F001947,02-66068688分機356
1778,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣永利店,234新北市永和區中正路560號,F001832,02-66068688分機356
1779,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣永明店,236新北市土城區明德路一段51號,F001751,02-66068688分機356
1780,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣永貞店,234新北市永和區中正路500號,F001938,02-66068688分機356
1781,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣永朗店,234新北市永和區秀朗路二段293號,F001813,02-66068688分機356
1782,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣永富店,234新北市永和區和平里永平路164號1樓,F001909,02-66068688分機356
1783,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣永福店,241新北市三重區永福街101號,F001925,02-66068688分機356
1784,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣永遠店,234新北市永和區福和路7巷11弄16號,F001752,02-66068688分機356
1785,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣永鑽店,234新北市永和區竹林路69號1樓,F001792,02-66068688分機356
1786,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣田心店,241新北市三重區忠孝路三段50巷98號,F001786,02-66068688分機356
1787,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣田倉店,241新北市三重區光復路二段51號,F001857,02-66068688分機356
1788,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣成泰店,248新北市五股區成泰路三段165號,F001696,02-66068688分機356
1789,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣成都店,220新北市板橋區重慶路245巷61號,F001945,02-66068688分機356
1790,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣江翠店,220新北市板橋區文化路二段408號,F001935,02-66068688分機356
1791,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣汐忠店,221新北市汐止區忠三街19號1樓,F001703,02-66068688分機356
1792,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣汐科店,221新北市汐止區新台五路一段94號1樓(東方科學園區),F001773,02-66068688分機356
1793,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣汐福店,221新北市汐止區福德一路270號,F001673,02-66068688分機356
1794,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣汐德店,221新北市汐止區中興路156號,F001765,02-66068688分機356
1795,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣汐鑽店,221新北市汐止區大同路一段282號,F001836,02-66068688分機356
1796,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣竹林店,235新北市中和區華新街143巷12號(竹林中學教學大樓一樓),F001846,02-66068688分機356
1797,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣米倉店,249新北市八里區龍米路一段215.217號,F001750,02-66068688分機356
1798,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣自治店,235新北市中和區自治街38.40號,F001677,02-66068688分機356
1799,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣西雲店,248新北市五股區西雲路134、134之1號一樓,F001922,02-66068688分機356
1800,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣宏福店,"221新北市汐止區福德一路6,10號",F001878,02-66068688分機356
1801,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣車路頭店,241新北市三重區車路頭街35號,F001897,02-66068688分機356
1802,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣和大店,235新北市中和區大智街55巷30弄58-1號,F001769,02-66068688分機356
1803,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣和弘店,235新北市中和區新生街213號,F001848,02-66068688分機356
1804,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣和立店,235新北市中和區立德街13-9號,F001934,02-66068688分機356
1805,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣和泰店,235新北市中和區泰和街10號,F001756,02-66068688分機356
1806,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣和強店,235新北市中和區莒光路179號,F001683,02-66068688分機356
1807,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣和圓店,235新北市中和區圓通路2.4.6號,F001905,02-66068688分機356
1808,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣和樂店,235新北市中和區員山路84號1樓,F001771,02-66068688分機356
1809,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣宜安店,235新北市中和區宜安路161號,F001763,02-66068688分機356
1810,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣府中店,220新北市板橋區府中路22/24號,F001802,02-66068688分機356
1811,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣昇陽店,220新北市板橋區雙十路二段167號,F001919,02-66068688分機356
1812,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣林達店,244新北市林口區文化一路一段43號,F001684,02-66068688分機356
1813,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板同店,220新北市板橋區大同街6號,F001689,02-66068688分機356
1814,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板好店,220新北市板橋區中正路341巷37號,F001858,02-66068688分機356
1815,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板成店,220新北市板橋區莊敬路77號,F001891,02-66068688分機356
1816,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板助店,220新北市板橋區新翠里互助街56號1樓,F001873,02-66068688分機356
1817,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板宏店,220新北市板橋區吳鳳路21巷2號1樓,F001881,02-66068688分機356
1818,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板明店,220新北市板橋區陽明街52號+自由路1號,F001946,02-66068688分機356
1819,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板松店,220新北市板橋區松江路74號,F001910,02-66068688分機356
1820,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板治店,220新北市板橋區民治街52巷1.3號,F001737,02-66068688分機356
1821,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板美店,220新北市板橋區重慶路290巷9號,F001900,02-66068688分機356
1822,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板盛店,220新北市板橋區僑中二街104巷2號1樓,F001724,02-66068688分機356
1823,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板莒店,220新北市板橋區文化路二段78號,F001880,02-66068688分機356
1824,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板莊店,220新北市板橋區莊敬路248號,F001723,02-66068688分機356
1825,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板速店,220新北市板橋區縣民大道二段7號B1,F001939,02-66068688分機356
1826,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板富店,220新北市板橋區板新路1號,F001948,02-66068688分機356
1827,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板華店,220新北市板橋區華星里華興街90號1樓,F001871,02-66068688分機356
1828,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板雅店,220新北市板橋區南雅東路100巷3號,F001745,02-66068688分機356
1829,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板嘉店,220新北市板橋區雙十路三段29號,F001736,02-66068688分機356
1830,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板寧店,220新北市板橋區江寧路三段53號,F001747,02-66068688分機356
1831,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板維店,220新北市板橋區明翠里四維路234號1樓,F001671,02-66068688分機356
1832,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板億店,220新北市板橋區崑崙里大觀路三段160巷31弄1號,F001879,02-66068688分機356
1833,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板震店,220新北市板橋區中山路一段50巷5號,F001943,02-66068688分機356
1834,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板興店,220新北市板橋區貴興路86號,F001761,02-66068688分機356
1835,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板館店,"220新北市板橋區公館街110號 ",F001732,02-66068688分機356
1836,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板龍店,220新北市板橋區龍興街73巷2號,F001893,02-66068688分機356
1837,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板駿店,220新北市板橋區文化路313號(致理技術學院),F001949,02-66068688分機356
1838,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板豐店,"220新北市板橋區永豐街51-1 ,51-2號  ",F001776,02-66068688分機356
1839,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板雙店,220新北市板橋區雙十路三段12、14、16號,F001670,02-66068688分機356
1840,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣板鑽店,220新北市板橋區國慶路180號,F001740,02-66068688分機356
1841,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣芝蘭店,252新北市三芝區中正路一段68號,F001864,02-66068688分機356
1842,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣金陵店,241新北市三重區重新路五段656號(私立金陵女子高級中學),F001849,02-66068688分機356
1843,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣金陽店,208新北市金山鄉中正路26號,F001693,02-66068688分機356
1844,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣金龍店,251新北市淡水區水源街二段194號,F001682,02-66068688分機356
1845,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣長安二店,247新北市蘆洲區長安街66號,F001865,02-66068688分機356
1846,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣長濱店,241新北市三重區長安街120號,F001781,02-66068688分機356
1847,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣阜康店,220新北市板橋區僑中一街102巷7弄19號,F001731,02-66068688分機356
1848,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣青雲二店,236新北市土城區青仁路27號,F001826,02-66068688分機356
1849,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣青雲店,236新北市土城區青雲路585之2號,F001838,02-66068688分機356
1850,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣南勢店,235新北市中和區興南路二段118號,F001940,02-66068688分機356
1851,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣城士店,236新北市土城區裕民路240.242號,F001902,02-66068688分機356
1852,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣城正店,236新北市土城區中正路8號,F001896,02-66068688分機356
1853,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣城吉店,236新北市土城區延吉街96號1樓,F001774,02-66068688分機356
1854,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣城和店,236新北市土城區安和里延和路64號1樓,F001760,02-66068688分機356
1855,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣城府店,236新北市土城區學府路一段139.141號,F001794,02-66068688分機356
1856,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣城堡店,236新北市土城區延吉街251號,F001788,02-66068688分機356
1857,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣城裕店,236新北市土城區裕民路162號,F001852,02-66068688分機356
1858,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣城廣店,236新北市土城區廣明街50號1樓.B1,F001775,02-66068688分機356
1859,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣城學店,236新北市土城區學成里學成路91巷2號1樓.B1,F001709,02-66068688分機356
1860,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣建國二店,231新北市新店區建國路154號,F001890,02-66068688分機356
1861,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣建國店,231新北市新店區中正路282之10號,F001923,02-66068688分機356
1862,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重大店,241新北市三重區重陽里大仁街78號1樓,F001730,02-66068688分機356
1863,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重山店,241新北市三重區大同南路144號1樓,F001714,02-66068688分機356
1864,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重化店,241新北市三重區仁化街118.120號,F001807,02-66068688分機356
1865,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重北店,241新北市三重區中正北路274號,F001759,02-66068688分機356
1866,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重正店,241新北市三重區重新路三段98號,F001798,02-66068688分機356
1867,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重民店,241新北市三重區三陽路59號,F001674,02-66068688分機356
1868,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重永店,241新北市三重區永福街11號,F001766,02-66068688分機356
1869,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重玉店,241新北市三重區中央北路132號,F001859,02-66068688分機356
1870,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重光店,241新北市三重區光華路17號,F001728,02-66068688分機356
1871,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重安店,241新北市三重區大同南路69號,F001686,02-66068688分機356
1872,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重旺店,241新北市三重區尚德里仁愛街70號,F001926,02-66068688分機356
1873,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重武店,241新北市三重區安慶街203之1號,F001722,02-66068688分機356
1874,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重治店,241新北市三重區中央南路93號,F001687,02-66068688分機356
1875,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重冠店,241新北市三重區文化南路8號,F001705,02-66068688分機356
1876,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重盈店,241新北市三重區文化里文化北路10號1樓,F001872,02-66068688分機356
1877,連鎖型綠色商店,新北市,65000,萊爾富國際股份有限公司-北縣重美店,241新北市三重區慈愛里仁美街106號,F001815,02-66068688分機356
